# G6 dry-run baseline (2026-07-09, lane gates-L5-silentzero @ base 084de62f)
#
# EXPECTED-RED BASELINE EVIDENCE, NOT A GATE FAILURE.
# These are pre-G6 legacy results (deep/, deep_v3/, deep_v4/,
# my5090_qwen8_partial_reports/.../scores/): they were written before the
# scorer carried machine-readable zero-reason codes, so every legacy 0 reads
# as silent_zero here. The go-forward pipeline (decidable_scorer axis_reasons
# -> closed_world_eval.evaluate -> build_truth_board per_task_summary) now
# emits a reason for every scored 0; tests/test_gate_silent_zero.py pins that
# a freshly evaluated report passes this checker with zero violations.
# Withhold recognition is aligned to the G4 lane's canonical WithholdReason
# enum (branch gates-L3-withhold, commit 8985c07e), including the
# concept_axis_withheld completeness shape.
#
# NOTE: data/results/model_harness/ and data/results/subset/ do not exist in
# this worktree (box-side result sets, untracked at base 084de62f); the dry-run
# therefore covers every tracked score-result file under data/results/.
# Reproduce: python3 scripts/check_no_silent_zero.py data/results
#
G6 no-silent-zero check: data/results
  files scanned            : 1514
  files parsed as results  : 1157
  (lane, axis) units       : 10089
  violations               : 1512
  by kind                  : silent_zero=1512

VIOLATIONS (source | lane | task | axis | kind):
  data/results/deep_v3/storm__dr_cross_deep_0021_matrix.score.json | storm | dr_cross_deep_0021 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0022_matrix.score.json | storm | dr_cross_deep_0022 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0022_matrix.score.json | storm | dr_cross_deep_0022 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0023_matrix.score.json | storm | dr_cross_deep_0023 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0023_matrix.score.json | storm | dr_cross_deep_0023 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0024_matrix.score.json | storm | dr_cross_deep_0024 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0024_matrix.score.json | storm | dr_cross_deep_0024 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0025_matrix.score.json | storm | dr_cross_deep_0025 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0025_matrix.score.json | storm | dr_cross_deep_0025 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0026_matrix.score.json | storm | dr_cross_deep_0026 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0026_matrix.score.json | storm | dr_cross_deep_0026 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0027_matrix.score.json | storm | dr_cross_deep_0027 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0027_matrix.score.json | storm | dr_cross_deep_0027 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0028_matrix.score.json | storm | dr_cross_deep_0028 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0028_matrix.score.json | storm | dr_cross_deep_0028 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0029_matrix.score.json | storm | dr_cross_deep_0029 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0029_matrix.score.json | storm | dr_cross_deep_0029 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0030_matrix.score.json | storm | dr_cross_deep_0030 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/deep_v3/storm__dr_cross_deep_0030_matrix.score.json | storm | dr_cross_deep_0030 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v4/camel-ai__dr_cross_deep_0001_matrix.v4.json | camel-ai | dr_cross_deep_0001 | perspective_balance | silent_zero | value=0.0 reason=None
  data/results/deep_v4/camel-ai__dr_cross_deep_0010_matrix.v4.json | camel-ai | dr_cross_deep_0010 | perspective_balance | silent_zero | value=0.0 reason=None
  data/results/deep_v4/flowsearcher-ds__dr_cross_deep_0001_matrix.v4.json | flowsearcher-ds | dr_cross_deep_0001 | v2:quote_match | silent_zero | value=0.0 reason=None
  data/results/deep_v4/flowsearcher-ds__dr_cross_deep_0001_matrix.v4.json | flowsearcher-ds | dr_cross_deep_0001 | v2:url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v4/flowsearcher-ds__dr_cross_deep_0001_matrix.v4.json | flowsearcher-ds | dr_cross_deep_0001 | v2:url_reachability | silent_zero | value=0.0 reason=None
  data/results/deep_v4/flowsearcher-ds__dr_cross_deep_0002_matrix.v4.json | flowsearcher-ds | dr_cross_deep_0002 | v2:quote_match | silent_zero | value=0.0 reason=None
  data/results/deep_v4/flowsearcher-ds__dr_cross_deep_0002_matrix.v4.json | flowsearcher-ds | dr_cross_deep_0002 | v2:url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v4/flowsearcher-ds__dr_cross_deep_0002_matrix.v4.json | flowsearcher-ds | dr_cross_deep_0002 | v2:url_reachability | silent_zero | value=0.0 reason=None
  data/results/deep_v4/flowsearcher-ds__dr_cross_deep_0015_matrix.v4.json | flowsearcher-ds | dr_cross_deep_0015 | v2:quote_match | silent_zero | value=0.0 reason=None
  data/results/deep_v4/flowsearcher-ds__dr_cross_deep_0015_matrix.v4.json | flowsearcher-ds | dr_cross_deep_0015 | v2:url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v4/flowsearcher-ds__dr_cross_deep_0015_matrix.v4.json | flowsearcher-ds | dr_cross_deep_0015 | v2:url_reachability | silent_zero | value=0.0 reason=None
  data/results/deep_v4/gpt-researcher__dr_cross_deep_0001_matrix.v4.json | gpt-researcher | dr_cross_deep_0001 | factual_exactness | silent_zero | value=0.0 reason=None
  data/results/deep_v4/gpt-researcher__dr_cross_deep_0001_matrix.v4.json | gpt-researcher | dr_cross_deep_0001 | v2:quote_match | silent_zero | value=0.0 reason=None
  data/results/deep_v4/gpt-researcher__dr_cross_deep_0005_matrix.v4.json | gpt-researcher | dr_cross_deep_0005 | factual_exactness | silent_zero | value=0.0 reason=None
  data/results/deep_v4/gpt-researcher__dr_cross_deep_0006_matrix.v4.json | gpt-researcher | dr_cross_deep_0006 | factual_exactness | silent_zero | value=0.0 reason=None
  data/results/deep_v4/gpt-researcher__dr_cross_deep_0006_matrix.v4.json | gpt-researcher | dr_cross_deep_0006 | perspective_balance | silent_zero | value=0.0 reason=None
  data/results/deep_v4/gpt-researcher__dr_cross_deep_0006_matrix.v4.json | gpt-researcher | dr_cross_deep_0006 | v2:quote_match | silent_zero | value=0.0 reason=None
  data/results/deep_v4/gpt-researcher__dr_cross_deep_0006_matrix.v4.json | gpt-researcher | dr_cross_deep_0006 | v2:url_reachability | silent_zero | value=0.0 reason=None
  data/results/deep_v4/gpt-researcher__dr_cross_deep_0010_matrix.v4.json | gpt-researcher | dr_cross_deep_0010 | factual_exactness | silent_zero | value=0.0 reason=None
  data/results/deep_v4/gpt-researcher__dr_cross_deep_0010_matrix.v4.json | gpt-researcher | dr_cross_deep_0010 | v2:quote_match | silent_zero | value=0.0 reason=None
  data/results/deep_v4/gpt-researcher__dr_cross_deep_0010_matrix.v4.json | gpt-researcher | dr_cross_deep_0010 | v2:url_reachability | silent_zero | value=0.0 reason=None
  data/results/deep_v4/ii-researcher__dr_cross_deep_0005_matrix.v4.json | ii-researcher | dr_cross_deep_0005 | v2:quote_match | silent_zero | value=0.0 reason=None
  data/results/deep_v4/ii-researcher__dr_cross_deep_0005_matrix.v4.json | ii-researcher | dr_cross_deep_0005 | v2:url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v4/ii-researcher__dr_cross_deep_0005_matrix.v4.json | ii-researcher | dr_cross_deep_0005 | v2:url_reachability | silent_zero | value=0.0 reason=None
  data/results/deep_v4/langchain-odr__dr_cross_deep_0001_matrix.v4.json | langchain-odr | dr_cross_deep_0001 | v2:quote_match | silent_zero | value=0.0 reason=None
  data/results/deep_v4/langchain-odr__dr_cross_deep_0001_matrix.v4.json | langchain-odr | dr_cross_deep_0001 | v2:url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v4/langchain-odr__dr_cross_deep_0001_matrix.v4.json | langchain-odr | dr_cross_deep_0001 | v2:url_reachability | silent_zero | value=0.0 reason=None
  data/results/deep_v4/langchain-odr__dr_cross_deep_0002_matrix.v4.json | langchain-odr | dr_cross_deep_0002 | perspective_balance | silent_zero | value=0.0 reason=None
  data/results/deep_v4/langchain-odr__dr_cross_deep_0002_matrix.v4.json | langchain-odr | dr_cross_deep_0002 | v2:quote_match | silent_zero | value=0.0 reason=None
  data/results/deep_v4/langchain-odr__dr_cross_deep_0002_matrix.v4.json | langchain-odr | dr_cross_deep_0002 | v2:url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v4/langchain-odr__dr_cross_deep_0002_matrix.v4.json | langchain-odr | dr_cross_deep_0002 | v2:url_reachability | silent_zero | value=0.0 reason=None
  data/results/deep_v4/langchain-odr__dr_cross_deep_0005_matrix.v4.json | langchain-odr | dr_cross_deep_0005 | perspective_balance | silent_zero | value=0.0 reason=None
  data/results/deep_v4/langchain-odr__dr_cross_deep_0005_matrix.v4.json | langchain-odr | dr_cross_deep_0005 | v2:quote_match | silent_zero | value=0.0 reason=None
  data/results/deep_v4/langchain-odr__dr_cross_deep_0006_matrix.v4.json | langchain-odr | dr_cross_deep_0006 | v2:quote_match | silent_zero | value=0.0 reason=None
  data/results/deep_v4/langchain-odr__dr_cross_deep_0006_matrix.v4.json | langchain-odr | dr_cross_deep_0006 | v2:url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v4/langchain-odr__dr_cross_deep_0006_matrix.v4.json | langchain-odr | dr_cross_deep_0006 | v2:url_reachability | silent_zero | value=0.0 reason=None
  data/results/deep_v4/langchain-odr__dr_cross_deep_0010_matrix.v4.json | langchain-odr | dr_cross_deep_0010 | factual_exactness | silent_zero | value=0.0 reason=None
  data/results/deep_v4/langchain-odr__dr_cross_deep_0010_matrix.v4.json | langchain-odr | dr_cross_deep_0010 | v2:quote_match | silent_zero | value=0.0 reason=None
  data/results/deep_v4/langchain-odr__dr_cross_deep_0015_matrix.v4.json | langchain-odr | dr_cross_deep_0015 | v2:quote_match | silent_zero | value=0.0 reason=None
  data/results/deep_v4/langchain-odr__dr_cross_deep_0015_matrix.v4.json | langchain-odr | dr_cross_deep_0015 | v2:url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v4/langchain-odr__dr_cross_deep_0015_matrix.v4.json | langchain-odr | dr_cross_deep_0015 | v2:url_reachability | silent_zero | value=0.0 reason=None
  data/results/deep_v4/ldr__dr_cross_deep_0001_matrix.v4.json | ldr | dr_cross_deep_0001 | source_diversity | silent_zero | value=0.0 reason=None
  data/results/deep_v4/ldr__dr_cross_deep_0001_matrix.v4.json | ldr | dr_cross_deep_0001 | v2:url_reachability | silent_zero | value=0.0 reason=None
  data/results/deep_v4/ldr__dr_cross_deep_0002_matrix.v4.json | ldr | dr_cross_deep_0002 | perspective_balance | silent_zero | value=0.0 reason=None
  data/results/deep_v4/ldr__dr_cross_deep_0002_matrix.v4.json | ldr | dr_cross_deep_0002 | source_diversity | silent_zero | value=0.0 reason=None
  data/results/deep_v4/ldr__dr_cross_deep_0002_matrix.v4.json | ldr | dr_cross_deep_0002 | v2:url_reachability | silent_zero | value=0.0 reason=None
  data/results/deep_v4/ldr__dr_cross_deep_0006_matrix.v4.json | ldr | dr_cross_deep_0006 | source_diversity | silent_zero | value=0.0 reason=None
  data/results/deep_v4/ldr__dr_cross_deep_0006_matrix.v4.json | ldr | dr_cross_deep_0006 | v2:url_reachability | silent_zero | value=0.0 reason=None
  data/results/deep_v4/ldr__dr_cross_deep_0010_matrix.v4.json | ldr | dr_cross_deep_0010 | perspective_balance | silent_zero | value=0.0 reason=None
  data/results/deep_v4/ldr__dr_cross_deep_0010_matrix.v4.json | ldr | dr_cross_deep_0010 | v2:quote_match | silent_zero | value=0.0 reason=None
  data/results/deep_v4/ldr__dr_cross_deep_0010_matrix.v4.json | ldr | dr_cross_deep_0010 | v2:url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v4/ldr__dr_cross_deep_0010_matrix.v4.json | ldr | dr_cross_deep_0010 | v2:url_reachability | silent_zero | value=0.0 reason=None
  data/results/deep_v4/ldr__dr_cross_deep_0015_matrix.v4.json | ldr | dr_cross_deep_0015 | perspective_balance | silent_zero | value=0.0 reason=None
  data/results/deep_v4/ldr__dr_cross_deep_0015_matrix.v4.json | ldr | dr_cross_deep_0015 | v2:quote_match | silent_zero | value=0.0 reason=None
  data/results/deep_v4/ldr__dr_cross_deep_0015_matrix.v4.json | ldr | dr_cross_deep_0015 | v2:url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v4/ldr__dr_cross_deep_0015_matrix.v4.json | ldr | dr_cross_deep_0015 | v2:url_reachability | silent_zero | value=0.0 reason=None
  data/results/deep_v4/smolagents__dr_cross_deep_0001_matrix.v4.json | smolagents | dr_cross_deep_0001 | v2:quote_match | silent_zero | value=0.0 reason=None
  data/results/deep_v4/smolagents__dr_cross_deep_0001_matrix.v4.json | smolagents | dr_cross_deep_0001 | v2:url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v4/smolagents__dr_cross_deep_0001_matrix.v4.json | smolagents | dr_cross_deep_0001 | v2:url_reachability | silent_zero | value=0.0 reason=None
  data/results/deep_v4/smolagents__dr_cross_deep_0002_matrix.v4.json | smolagents | dr_cross_deep_0002 | v2:quote_match | silent_zero | value=0.0 reason=None
  data/results/deep_v4/smolagents__dr_cross_deep_0002_matrix.v4.json | smolagents | dr_cross_deep_0002 | v2:url_coverage | silent_zero | value=0.0 reason=None
  data/results/deep_v4/smolagents__dr_cross_deep_0002_matrix.v4.json | smolagents | dr_cross_deep_0002 | v2:url_reachability | silent_zero | value=0.0 reason=None
  data/results/deep_v4/smolagents__dr_cross_deep_0006_matrix.v4.json | smolagents | dr_cross_deep_0006 | source_diversity | silent_zero | value=0.0 reason=None
  data/results/deep_v4/smolagents__dr_cross_deep_0006_matrix.v4.json | smolagents | dr_cross_deep_0006 | v2:url_reachability | silent_zero | value=0.0 reason=None
  data/results/deep_v4/storm__dr_cross_deep_0001_matrix.v4.json | storm | dr_cross_deep_0001 | v2:quote_match | silent_zero | value=0.0 reason=None
  data/results/deep_v4/storm__dr_cross_deep_0002_matrix.v4.json | storm | dr_cross_deep_0002 | perspective_balance | silent_zero | value=0.0 reason=None
  data/results/deep_v4/storm__dr_cross_deep_0002_matrix.v4.json | storm | dr_cross_deep_0002 | v2:quote_match | silent_zero | value=0.0 reason=None
  data/results/deep_v4/storm__dr_cross_deep_0005_matrix.v4.json | storm | dr_cross_deep_0005 | v2:quote_match | silent_zero | value=0.0 reason=None
  data/results/deep_v4/storm__dr_cross_deep_0006_matrix.v4.json | storm | dr_cross_deep_0006 | v2:quote_match | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/camel-ai__dr_cross_deep_0001_matrix.score.json | camel-ai | dr_cross_deep_0001 | source_diversity | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/camel-ai__dr_cross_deep_0001_matrix.score.json | camel-ai | dr_cross_deep_0001 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/camel-ai__dr_cross_deep_0003_matrix.score.json | camel-ai | dr_cross_deep_0003 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/camel-ai__dr_cross_deep_0004_matrix.score.json | camel-ai | dr_cross_deep_0004 | source_diversity | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/camel-ai__dr_cross_deep_0004_matrix.score.json | camel-ai | dr_cross_deep_0004 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/camel-ai__dr_cross_deep_0005_matrix.score.json | camel-ai | dr_cross_deep_0005 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/camel-ai__dr_cross_deep_0006_matrix.score.json | camel-ai | dr_cross_deep_0006 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/camel-ai__dr_cross_deep_0006_matrix.score.json | camel-ai | dr_cross_deep_0006 | perspective_balance | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/camel-ai__dr_cross_deep_0006_matrix.score.json | camel-ai | dr_cross_deep_0006 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/camel-ai__dr_cross_deep_0008_matrix.score.json | camel-ai | dr_cross_deep_0008 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/camel-ai__dr_cross_deep_0010_matrix.score.json | camel-ai | dr_cross_deep_0010 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/camel-ai__dr_cross_deep_0011_matrix.score.json | camel-ai | dr_cross_deep_0011 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/camel-ai__dr_cross_deep_0012_matrix.score.json | camel-ai | dr_cross_deep_0012 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/camel-ai__dr_cross_deep_0013_matrix.score.json | camel-ai | dr_cross_deep_0013 | analysis_depth | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/camel-ai__dr_cross_deep_0013_matrix.score.json | camel-ai | dr_cross_deep_0013 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/camel-ai__dr_cross_deep_0014_matrix.score.json | camel-ai | dr_cross_deep_0014 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/camel-ai__dr_cross_deep_0019_matrix.score.json | camel-ai | dr_cross_deep_0019 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/camel-ai__dr_cross_deep_0021_matrix.score.json | camel-ai | dr_cross_deep_0021 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/camel-ai__dr_cross_deep_0022_matrix.score.json | camel-ai | dr_cross_deep_0022 | perspective_balance | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/camel-ai__dr_cross_deep_0022_matrix.score.json | camel-ai | dr_cross_deep_0022 | url_coverage | silent_zero | value=0.0 reason=None
